ID;time;ActPass;value;Intensity
vp31;3;Active;-15,4882935898304;High
vp31;3;Passive;1,27228710832121;Low
vp31;3;Active;-10,6890082259243;Low
vp32;3;Passive;-13,6092841902128;High
vp32;3;Active;-1,64595965992246;High
vp32;3;Passive;-16,3341402500868;Low
vp32;3;Active;-14,0635023989826;Low
vp33;3;Passive;-20,7797778066415;High
vp33;3;Active;-16,4851608320209;High
vp33;3;Passive;-0,352544360101048;Low
vp33;3;Active;-12,4628561121225;Low
vp34;3;Passive;38,4305063753128;High
vp34;3;Active;-20,5068814861774;High
vp34;3;Passive;15,82604569792;Low
vp34;3;Active;1,83347687711613;Low
vp35;3;Passive;3,80447816452384;High
vp35;3;Active;8,24843062621099;High
vp35;3;Passive;12,2123639795016;Low
vp35;3;Active;-1,06664629149716;Low
vp36;3;Passive;13,5744521262916;High
vp36;3;Active;5,23387319615949;High
vp36;3;Passive;12,4354974929746;Low
vp36;3;Active;5,03891027294844;Low
vp37;3;Passive;-15,8317700066417;High
vp37;3;Active;-17,5992604494095;High
vp37;3;Passive;-12,0472294072211;Low
vp37;3;Active;-3,68806496399757;Low
vp38;3;Passive;6,5464492652152;High
vp38;3;Active;5,27858423196245;High
vp38;3;Passive;9,40747568851589;Low
vp38;3;Active;1,9374858892248;Low
vp39;3;Passive;-43,6850850114822;High
vp39;3;Active;-41,5628853931427;High
vp39;3;Passive;-35,9243265705109;Low
vp39;3;Active;-20,9360138559877;Low
vp40;3;Passive;-12,4083686454693;High
vp40;3;Active;-0,054525290931575;High
vp40;3;Passive;2,59289690225112;Low
vp40;3;Active;-15,65641460454;Low
vp41;3;Passive;-30,9785387592316;High
vp41;3;Active;-25,3725746994019;High
vp41;3;Passive;-16,042614041863;Low
vp41;3;Active;-17,3549424139261;Low
vp42;3;Passive;-7,7676442243557;High
vp42;3;Active;-11,4533783236818;High
vp42;3;Passive;-6,3252940001731;Low
vp42;3;Active;-16,9239464402199;Low
vp43;3;Passive;9,42361059666146;High
vp43;3;Active;-4,63424269066805;High
vp43;3;Passive;-8,74979920496326;Low
vp43;3;Active;3,10209019816946;Low
vp44;3;Passive;-3,78619959717197;High
vp44;3;Active;-16,6404088807106;High
vp44;3;Passive;7,0261777476836;Low
vp44;3;Active;3,90836230979767;Low
vp45;3;Passive;-24,2519051494598;High
vp45;3;Active;-11,4701932330762;High
vp45;3;Passive;3,52039795662582;Low
vp45;3;Active;-15,2530054790974;Low
vp46;3;Passive;-0,523948778484366;High
vp46;3;Active;24,6029755764008;High
vp46;3;Passive;-6,94383303636592;Low
vp46;3;Active;-4,76451708938833;Low
vp47;3;Passive;8,36216990693053;High
vp47;3;Active;0,08740092940256;High
vp47;3;Passive;-12,4846110146157;Low
vp47;3;Active;-2,8715351574542;Low
vp48;3;Passive;-11,4447089192122;High
vp48;3;Active;0,73082368611847;High
vp48;3;Passive;-2,99279469244392;Low
vp48;3;Active;-2,55775214812718;Low
vp49;3;Passive;-8,67102019440907;High
vp49;3;Active;1,62441538151831;High
vp49;3;Passive;11,4493320655087;Low
vp49;3;Active;-9,56182860254729;Low
vp50;3;Passive;-15,8314486438576;High
vp50;3;Active;-18,3085187788722;High
vp50;3;Passive;12,5065651432498;Low
vp50;3;Active;-13,1688623265438;Low
vp52;3;Passive;2,60920501924213;High
vp52;3;Active;-7,65507859711163;High
vp52;3;Passive;-13,1565978589766;Low
vp52;3;Active;5,66632971864264;Low
vp01;4;Passive;-12,9530312460326;High
vp01;4;Active;-2,54832284458209;High
vp01;4;Passive;6,22437939331681;Low
vp01;4;Active;-3,03398761812475;Low
vp02;4;Passive;-6,21229552738578;High
vp02;4;Active;7,05417961065704;High
vp02;4;Passive;16,9106249351259;Low
vp02;4;Active;1,8745001536312;Low
vp03;4;Passive;4,13332605823735;High
vp03;4;Active;3,13236551811988;High
vp03;4;Passive;5,88284133901994;Low
vp03;4;Active;0,276693430741609;Low
vp04;4;Passive;-3,21474737302584;High
vp04;4;Active;-39,0520261354446;High
vp04;4;Passive;-22,9093011813164;Low
vp04;4;Active;-47,2472671508789;Low
vp06;4;Passive;-29,3841321868896;High
vp06;4;Active;-43,6078812856674;High
vp06;4;Passive;9,40621729040251;Low
vp06;4;Active;-17,286237029518;Low
vp07;4;Passive;3,97234476719121;High
vp07;4;Active;-18,4815650715828;High
vp07;4;Passive;-9,0073856435027;Low
vp07;4;Active;16,5856287071463;Low
vp08;4;Passive;33,7132149649858;High
vp08;4;Active;33,1342955229245;High
vp08;4;Passive;17,437616360185;Low
vp08;4;Active;30,7560399516821;Low
vp09;4;Passive;20,0410885840263;High
vp09;4;Active;11,9293526216382;High
vp09;4;Passive;-2,27558024170855;Low
vp09;4;Active;-0,850155138111077;Low
vp10;4;Passive;-4,02691689072314;High
vp10;4;Active;-4,04832199942344;High
vp10;4;Passive;-12,1666291613234;Low
vp10;4;Active;-6,91212618325278;Low
vp11;4;Passive;5,63351586423162;High
vp11;4;Active;-3,97939541847329;High
vp11;4;Passive;3,19959026610467;Low
vp11;4;Active;-5,75083456076309;Low
vp12;4;Passive;-20,9867806262672;High
vp12;4;Active;8,56792556474637;High
vp12;4;Passive;8,65483945660759;Low
vp12;4;Active;-3,67534234392096;Low
vp13;4;Passive;17,6853342259787;High
vp13;4;Active;-1,2047769256758;High
vp13;4;Passive;13,8342746602446;Low
vp13;4;Active;16,5172428041697;Low
vp14;4;Passive;-6,21876370967692;High
vp14;4;Active;-27,8329938659668;High
vp14;4;Passive;27,5627910342217;Low
vp14;4;Active;6,97610332971998;Low
vp15;4;Passive;-7,45348092831089;High
vp15;4;Active;4,27482728705462;High
vp15;4;Passive;15,528775713385;Low
vp15;4;Active;4,93683642656356;Low
vp16;4;Passive;-8,03655576196127;High
vp16;4;Active;-12,2333355195522;High
vp16;4;Passive;-10,1002339656833;Low
vp16;4;Active;-16,5114182663085;Low
vp17;4;Passive;8,55635028889962;High
vp17;4;Active;6,73346548551135;High
vp17;4;Passive;-14,6342286106581;Low
vp17;4;Active;18,2775272274344;Low
vp18;4;Passive;50,5716727781296;High
vp18;4;Active;6,46816363766883;High
vp18;4;Passive;-3,12083624400245;Low
vp18;4;Active;20,9585239161253;Low
vp19;4;Passive;-13,8896718046255;High
vp19;4;Active;-31,6217393693924;High
vp19;4;Passive;-11,3947378708897;Low
vp19;4;Active;-0,955277673232369;Low
vp20;4;Passive;7,64423610450189;High
vp20;4;Active;15,3257318185503;High
vp20;4;Passive;19,0155595362186;Low
vp20;4;Active;7,50135234268324;Low
vp21;4;Passive;36,5925858035088;High
vp21;4;Active;-3,65939893203744;High
vp21;4;Passive;-13,4016693638712;Low
vp21;4;Active;-6,79497684838064;Low
vp23;4;Passive;35,3534140584231;High
vp23;4;Active;9,42599357708031;High
vp23;4;Passive;31,4611753222346;Low
vp23;4;Active;3,55012795166206;Low
vp24;4;Passive;15,7494757298813;High
vp24;4;Active;7,60700924246432;High
vp24;4;Passive;4,08976754935412;Low
vp24;4;Active;2,95424266826827;Low
vp25;4;Passive;3,83916973386711;High
vp25;4;Active;-11,7161009257419;High
vp25;4;Passive;-10,0780413506599;Low
vp25;4;Active;6,33637796441984;Low
vp26;4;Passive;0,70830624797917;High
vp26;4;Active;5,75314991768962;High
vp26;4;Passive;-12,72782919288;Low
vp26;4;Active;9,58575786789041;Low
vp27;4;Passive;8,6623419195672;High
vp27;4;Active;-26,406984416008;High
vp27;4;Passive;-25,607416654408;Low
vp27;4;Active;5,8084064580258;Low
