"ID";"HI_threat_1";"HI_threat_2";"HI_threat_3";"HI_threat_4";"HI_threat_5";"HI_threat_6";"HI_threat_7";"HI_threat_8";"HI_threat_9";"HI_threat_10";"HI_flight_1";"HI_flight_2";"HI_flight_3";"HI_flight_4";"HI_flight_5";"HI_flight_6";"HI_flight_7";"HI_flight_8";"HI_flight_9";"HI_flight_10";"LI_threat_1";"LI_threat_2";"LI_threat_3";"LI_threat_4";"LI_threat_5";"LI_threat_6";"LI_threat_7";"LI_threat_8";"LI_threat_9";"LI_threat_10";"LI_flight_1";"LI_flight_2";"LI_flight_3";"LI_flight_4";"LI_flight_5";"LI_flight_6";"LI_flight_7";"LI_flight_8";"LI_flight_9";"LI_flight_10"
"vp24";-0,0086985766233767;-0,0183344849567102;-0,0252716492424244;-0,0307883861471862;-0,0410269706709958;-0,0503880230519482;-0,0596313885281387;-0,0702120016233767;-0,0777203266233768;-0,0714784611471863;-0,00925413560606061;-0,0194720856060608;-0,0239625117965368;-0,0266224213203464;-0,0307234915584415;-0,0292198582251083;-0,0258972451298701;-0,0342434772727273;-0,0463864653679654;-0,0531270677489178;-0,000888662662337625;-0,00381525432900434;-0,000392093614718614;0,0111429182900433;0,0261165111471863;0,0278206754329005;0,0137919599567099;0,00802475519480528;0,00286522662337665;-0,00289075194805191;0,00244345010822511;0,00496397629870133;0,0182119096320346;0,0382689155844156;0,0602388191558442;0,0681803251082251;0,0748161893939394;0,0706997882034633;0,0487643167748918;0,0257087667748918
"vp25";-0,0184688320346321;-0,0499925272727273;-0,0769609653679655;-0,0892372141774893;-0,0997749201298703;-0,110036180844156;-0,125836422510823;-0,137777746320346;-0,155424567748918;-0,17020577012987;-0,0458083158008659;-0,104496182467533;-0,144848770562771;-0,150518477705628;-0,144576561038961;-0,155645390800866;-0,178946221753247;-0,199412899134199;-0,220730550324675;-0,233316433658009;-0,0309580193722941;-0,0713837658008656;-0,111696563419913;-0,149590840800866;-0,182380614610389;-0,210714508658009;-0,235481022943723;-0,254799689610389;-0,271147908658009;-0,289701389610389;-0,0365776399350651;-0,102793364935065;-0,160422599458874;-0,188461058982684;-0,211559867316018;-0,232583941125541;-0,24942373517316;-0,268904926839827;-0,284621691125541;-0,297898941125541
"vp26";-0,0117179378787879;-0,0266508521645023;-0,136410502164502;-0,12846562478355;-0,187900364069264;-0,183060068831169;-0,19602391525974;-0,255900016450217;-0,334252793831169;-0,284375587878788;-0,015542662012987;-0,00844913939393931;-0,00206400606060607;-0,0669432679653679;-0,156175526298701;-0,100248722727273;-0,145331769155844;-0,179451306060606;-0,271977197727273;-0,219811391774892;-0,0478061181818183;-0,0362475622294373;-0,14118191461039;-0,115609307467533;-0,118063247943723;-0,234092852705628;-0,276367032467533;-0,23432121461039;-0,353076263419913;-0,473526716991342;-0,0754297099567099;-0,248911007575758;-0,306906112337662;-0,5436947754329;-0,40663170995671;-0,503465220670996;-0,532942687337662;-0,506664477813853;-0,501001423051948;-0,556056123051948
"vp27";0,00343854788961051;-0,00729942949134188;-0,0240053509199133;-0,0350945652056276;-0,0427072461580087;-0,0660495366341991;-0,0922190211580087;-0,109073072348485;-0,127901009253247;-0,154048521158009;-0,00591380194805213;-0,0210136805194807;-0,0500664376623378;-0,0505125459956713;-0,0282785305194805;0,0261930575757574;0,100108837337662;0,123301723051948;0,0982515290043289;0,0513686504329002;0,00503547391774888;0,0101208905844156;0,00963816677489173;-0,0103714737012987;-0,0222276558441557;-0,0439482570346321;-0,0509815677489178;-0,0485344153679654;-0,0700283332251081;-0,10082212012987;-0,00386303874458864;-0,00642329112554119;-0,0140429101731601;-0,0212183304112555;-0,0423021994588744;-0,0651035208874459;-0,0833906030303029;-0,0925146851731602;-0,109572718506493;-0,140504039935065
"vp28";-0,0839332672077922;-0,242701417207792;-0,366280126731602;-0,43158428030303;-0,519788071969697;-0,600277437445887;-0,429607411255411;-0,294316774350649;-0,320189543398268;-0,385573561255411;-0,116009201298701;-0,27052618939394;-0,367165665584416;-0,437709106060606;-0,493753237012987;-0,579929641774892;-0,59556682034632;-0,639001248917749;-0,64893882034632;-0,66913032034632;-0,0682058798701297;-0,201936296536797;-0,394626748917749;-0,474603094155844;-0,557922048917749;-0,661241710822511;-0,715987772727273;-0,784577332251082;-0,861112463203463;-0,859764534632035;-0,105748254329004;-0,22452429004329;-0,341243599567099;-0,463606956709957;-0,540233492424242;-0,533223182900433;-0,499124516233766;-0,569854825757576;-0,587801492424242;-0,549120409090909
"vp29";-0,0564772745670995;-0,112328157900433;-0,150220686471862;-0,168352794805195;-0,189373888852814;-0,209055404329004;-0,226330060281385;-0,242325488852814;-0,255054803138528;-0,263286070995671;-0,067520018073593;-0,126405389502165;-0,146590377597403;-0,122822781168831;-0,153896727597403;-0,17584300974026;-0,180959131168831;-0,174976839502165;-0,166833835930736;-0,169861007359307;-0,0639222438311689;-0,118286814069264;-0,154009135497836;-0,177025010497836;-0,207923168831169;-0,232176733116883;-0,24267699978355;-0,260118910497835;-0,280374583116883;-0,295092336688312;-0,0698782945887446;-0,130907031493506;-0,163075151731602;-0,161868482683983;-0,176570870779221;-0,184316881493507;-0,186833617207792;-0,193344870779221;-0,208439871969697;-0,220497271969697
"vp31";-0,0719402261904762;-0,165789473809524;-0,230696738095238;-0,267224054761905;-0,314784860714286;-0,356290123809524;-0,357184094047619;-0,375878873809524;-0,416375259523809;-0,443086922619048;-0,0633714768398268;-0,152492691125541;-0,243353892316017;-0,312031753030303;-0,360705364935065;-0,376781737554113;-0,386497098268398;-0,418211357792208;-0,448793870887446;-0,450946549458874;-0,088354640800866;-0,223475412229437;-0,333007003896104;-0,408738620562771;-0,440774675324675;-0,461626388419913;-0,491499875324676;-0,53694365508658;-0,578660896753247;-0,596421065800866;-0,0757951839826841;-0,188655964935065;-0,280638682792208;-0,324824641125541;-0,370606158982684;-0,403963248268398;-0,434166731601732;-0,487443849458875;-0,522722623268398;-0,557928206601732
"vp32";-0,00286484783549785;-0,0124644668831168;-0,0281749025974025;-0,0420168906926407;-0,051252962121212;-0,0528909728354978;-0,0499768347402596;-0,0515859085497835;-0,0586351966450216;-0,0666351204545454;-0,00329032640692629;-0,00816802997835494;-0,0145676109307359;-0,0196459323593073;-0,0121287895021645;0,0046190438311689;0,0182013450216451;0,0255794438311688;0,0258028390692641;0,0250498426406927;0,0032721983766234;0,000543681709956667;-0,00634100519480506;-0,0135626861471861;-0,0190440004329004;-0,0244719932900432;-0,0328349456709957;-0,0426693718614718;-0,0542822218614717;-0,0657744659090909;0,00238740378787861;0,00352361331168823;0,00337135497835495;0,00385573235930738;0,00606719664502154;0,00499066569264058;-0,000444316450216498;-0,00873116406926415;-0,0172498890692641;-0,0261495783549785
"vp33";-0,242380151515152;-0,393687282467532;-0,46758383008658;-0,493548044372294;-0,478468151515151;-0,502854484848485;-0,574717461038961;-0,680062746753247;-0,722742556277056;-0,736220663419913;-0,171929382034632;-0,342243953463203;-0,438091417748918;-0,469879215367965;-0,54345637012987;-0,629266667748918;-0,711234524891775;-0,802392572510822;-0,771621905844156;-0,727430882034632;-0,193748478354979;-0,311076609307359;-0,44867204978355;-0,473342406926407;-0,511335168831169;-0,524908025974026;-0,559619502164502;-0,681098275974026;-0,694642502164502;-0,743303764069264;-0,092137983766234;-0,230766662337663;-0,293943971861472;-0,35706295995671;-0,406382174242425;-0,421417090909091;-0,590029745670996;-0,593330424242424;-0,682066721861472;-0,637180495670996
"vp34";-0,0466705528138529;-0,0924044551948053;-0,0545522659090909;-0,0577168563852815;-0,0703376337662338;-0,0874099861471862;-0,116059064718615;-0,0803962813852814;-0,0479103420995671;-0,0625513956709957;0,0164391499999999;0,0207285142857143;0,0545404095238095;0,10884728452381;0,120924932142857;0,095588244047619;0,0766953107142857;0,082857919047619;0,0657798619047618;0,0584272059523809;-0,00999422359307356;-0,0206785712121212;-0,0400733474025974;-0,0682312533549783;-0,0694897212121211;-0,0428775521645022;-0,00935364383116882;-0,00491979859307352;-0,0471366331168831;-0,0491308462121212;0,0220669361471862;0,0093919266233766;-0,0187749281385281;-0,00711188290043291;-0,0103647531385281;-0,0151730079004329;-0,0373058876623377;-0,089937676948052;-0,0816412638528139;-0,0315616233766234
